name	gene_id	biotype	cluster	chr	start	end
hivep2a	ENSDARG00000039987	protein_coding	Cluster001	20	37608576	37726205
hivep3a	ENSDARG00000075928	protein_coding	Cluster001	19	15402606	15493584
hivep3b	ENSDARG00000037154	protein_coding	Cluster002	16	34367364	34387992
hk1	ENSDARG00000039452	protein_coding	Cluster079	13	22842438	22877363
hk2	ENSDARG00000101482	protein_coding	Cluster002	5	13370084	13503972
hkdc1	ENSDARG00000038703	protein_coding	Cluster030	13	22887048	22901353
hlfa	ENSDARG00000074752	protein_coding	Cluster001	3	11618818	11657952
hlfb	ENSDARG00000061011	protein_coding	Cluster001	12	32044370	32050325
hltf	ENSDARG00000026053	protein_coding	Cluster208	2	25288406	25306368
hlx1	ENSDARG00000009134	protein_coding	Cluster004	20	52383620	52387406
hm13	ENSDARG00000037846	protein_coding	Cluster082	23	467630	480591
hmbox1a	ENSDARG00000027082	protein_coding	Cluster002	17	16290189	16316632
hmbox1b	ENSDARG00000018913	protein_coding	Cluster002	20	49975324	49999099
hmg20a	ENSDARG00000031198	protein_coding	Cluster009	25	7147635	7162306
hmga1a	ENSDARG00000028335	protein_coding	Cluster021	23	3808555	3816789
hmga1b	ENSDARG00000070951	protein_coding	Cluster001	6	54134090	54144875
hmga2	ENSDARG00000069912	protein_coding	Cluster065	4	12820423	12863238
hmgb1a	ENSDARG00000099175	protein_coding	NA	10	36082773	36087662
hmgb1b	ENSDARG00000030479	protein_coding	NA	15	31632324	31635842
hmgb2a	ENSDARG00000029722	protein_coding	NA	1	37450334	37452609
hmgb3a	ENSDARG00000056725	protein_coding	Cluster080	7	25642032	25647088
hmgb3b	ENSDARG00000006408	protein_coding	Cluster082	21	34085269	34095286
hmgcra	ENSDARG00000052734	protein_coding	Cluster001	5	50326153	50346118
hmgcrb	ENSDARG00000105206	protein_coding	Cluster024	21	2480189	2507425
hmgcs1	ENSDARG00000103025	protein_coding	Cluster002	10	6009365	6033188
hmgn2	ENSDARG00000099572	protein_coding	NA	16	51316795	51319983
hmgn3	ENSDARG00000036754	protein_coding	NA	23	31431557	31446276
hmgxb3	ENSDARG00000077823	protein_coding	Cluster002	14	2819993	2853762
hmha1b	ENSDARG00000062049	protein_coding	Cluster140	22	17586858	17627717
hmmr	ENSDARG00000021794	protein_coding	NA	14	28239240	28257013
hmox1a	ENSDARG00000027529	protein_coding	Cluster214	3	25880611	25886721
hmox2b	ENSDARG00000078452	protein_coding	Cluster002	3	12018193	12032316
hmp19	ENSDARG00000102975	protein_coding	Cluster001	21	41396198	41445175
hmx1	ENSDARG00000095651	protein_coding	Cluster012	1	40209826	40211965
hmx2	ENSDARG00000070954	protein_coding	Cluster016	17	21762207	21764316
hmx3a	ENSDARG00000070955	protein_coding	Cluster016	17	21496581	21773277
hmx4	ENSDARG00000007941	protein_coding	Cluster012	1	40206963	40208545
hn1a	ENSDARG00000099387	protein_coding	Cluster001	6	22823531	22834268
hn1b	ENSDARG00000099312	protein_coding	NA	3	6494042	6531210
hn1l	ENSDARG00000034427	protein_coding	Cluster052	3	15743239	15752429
hnf4a	ENSDARG00000021494	protein_coding	Cluster017	23	25906148	25939315
hnf4g	ENSDARG00000071565	protein_coding	Cluster001	24	23502612	23530272
hnrnpa0a	ENSDARG00000089302	protein_coding	Cluster060	14	23980311	23983166
hnrnpa0b	ENSDARG00000036162	protein_coding	Cluster007	14	38505360	38507852
hnrnpa0l	ENSDARG00000036161	protein_coding	Cluster025	14	38509118	38510619
hnrnpa0l.1	ENSDARG00000076380	protein_coding	NA	20	45663983	45678252
hnrnpa1a	ENSDARG00000011020	protein_coding	Cluster025	11	2062910	2227366
hnrnpa1b	ENSDARG00000036675	protein_coding	Cluster025	23	36207736	36211615
hnrnpa3	ENSDARG00000059351	protein_coding	Cluster013	9	1690531	1701653
hnrnpaba	ENSDARG00000007960	protein_coding	NA	14	6655544	6661862
hnrnpabb	ENSDARG00000099865	protein_coding	Cluster019	21	3013302	3020566
hnrnpc	ENSDARG00000053810	protein_coding	Cluster003	2	38042847	38051917
hnrnpd	ENSDARG00000059246	protein_coding	Cluster106	10	5000319	5016693
hnrnph1l	ENSDARG00000005551	protein_coding	Cluster068	21	30132915	30145069
hnrnpk	ENSDARG00000018914	protein_coding	Cluster025	8	49756899	49777472
hnrnpl2	ENSDARG00000059303	protein_coding	Cluster025	15	5796361	5811333
hnrnpm	ENSDARG00000061735	protein_coding	Cluster025	22	17506023	17519073
hnrnpr	ENSDARG00000014569	protein_coding	Cluster009	19	74225	82426
hnrnpua	ENSDARG00000015206	protein_coding	Cluster010	17	11316506	11341400
hnrnpub	ENSDARG00000004735	protein_coding	Cluster028	20	35155755	35167597
hnrnpul1	ENSDARG00000040564	protein_coding	Cluster108	18	35826580	35856665
hnrpkl	ENSDARG00000007034	protein_coding	Cluster057	5	54933638	54955030
hnrpl	ENSDARG00000035324	protein_coding	Cluster021	5	36299538	36311750
hoga1	ENSDARG00000018944	protein_coding	NA	22	34735347	34758156
homer1b	ENSDARG00000101759	protein_coding	Cluster004	5	51128390	51184404
homeza	ENSDARG00000054304	protein_coding	Cluster008	2	38289064	38293330
homezb	ENSDARG00000024598	protein_coding	Cluster003	7	23736009	23742696
hook1	ENSDARG00000042946	protein_coding	NA	20	25586918	25613003
hook2	ENSDARG00000099235	protein_coding	Cluster003	3	7877216	7935490
hoxa10b	ENSDARG00000031337	protein_coding	Cluster147	16	21104367	21107184
hoxa11b	ENSDARG00000007009	protein_coding	Cluster147	16	21098935	21101559
hoxa2b	ENSDARG00000023031	protein_coding	Cluster147	16	21120854	21123364
hoxa3a	ENSDARG00000103862	protein_coding	Cluster027	19	20181999	20207294
hoxa9a	ENSDARG00000105013	protein_coding	Cluster040	19	20174479	20179194
hoxa9b	ENSDARG00000056819	protein_coding	NA	16	21109500	21111765
hoxb10a	ENSDARG00000011579	protein_coding	NA	3	23538719	23541315
hoxb13a	ENSDARG00000056015	protein_coding	Cluster004	3	23523685	23525286
hoxb1a	ENSDARG00000008174	protein_coding	Cluster228	3	23638350	23640594
hoxb1b	ENSDARG00000054033	protein_coding	NA	12	27049780	27051474
hoxb2a	ENSDARG00000000175	protein_coding	Cluster027	3	23621602	23624283
hoxb3a	ENSDARG00000029263	protein_coding	Cluster027	3	23567486	23618858
hoxb4a	ENSDARG00000013533	protein_coding	Cluster027	3	23580291	23593434
hoxb5a	ENSDARG00000013057	protein_coding	Cluster014	3	23577143	23579547
hoxb5b	ENSDARG00000054030	protein_coding	Cluster012	12	27038299	27040375
hoxb6a	ENSDARG00000010630	protein_coding	Cluster027	3	23573156	23575198
hoxb6b	ENSDARG00000026513	protein_coding	Cluster088	12	27035779	27037408
hoxb7a	ENSDARG00000056030	protein_coding	Cluster040	3	23561299	23565660
hoxb8a	ENSDARG00000056027	protein_coding	Cluster034	3	23557361	23559933
hoxb8b	ENSDARG00000054025	protein_coding	Cluster027	12	27026249	27028811
hoxb9a	ENSDARG00000056023	protein_coding	Cluster048	3	23546803	23551888
hoxc10a.1	ENSDARG00000096956	antisense	Cluster040	23	35982622	35989431
hoxc13a	ENSDARG00000070353	protein_coding	NA	23	35954141	35957083
hoxc13b	ENSDARG00000090023	protein_coding	NA	11	2211057	2214269
hoxc1a	ENSDARG00000070337	protein_coding	Cluster239	23	36079301	36092185
hoxc3a	ENSDARG00000070339	protein_coding	NA	23	35988416	36050568
hoxc4a	ENSDARG00000070338	protein_coding	Cluster056	23	36032080	36033760
hoxc5a	ENSDARG00000070340	protein_coding	Cluster016	23	36019935	36021708
hoxc6a	ENSDARG00000070343	protein_coding	Cluster057	23	36016455	36018761
hoxc6b	ENSDARG00000101954	protein_coding	Cluster040	11	2099938	2107059
hoxc8a	ENSDARG00000070346	protein_coding	Cluster057	23	36002382	36004832
hoxc9a	ENSDARG00000092809	protein_coding	Cluster027	23	35996457	35998685
hoxd10a	ENSDARG00000057859	protein_coding	Cluster027	9	1966910	1969274
hoxd3a	ENSDARG00000059280	protein_coding	Cluster027	9	1936252	1958755
hoxd4a	ENSDARG00000059276	protein_coding	Cluster038	9	1947668	1950347
hoxd9a	ENSDARG00000059274	protein_coding	NA	9	1963208	1964930
hp	ENSDARG00000051890	protein_coding	Cluster007	7	56276111	56282910
hp.1	ENSDARG00000095807	protein_coding	Cluster036	8	50154548	50159302
hp1bp3	ENSDARG00000044669	protein_coding	NA	11	37345032	37362088
hpca	ENSDARG00000018397	protein_coding	Cluster098	19	33036110	33123980
hpcal1	ENSDARG00000022763	protein_coding	Cluster096	20	31330044	31405926
hpcal4	ENSDARG00000070491	protein_coding	Cluster001	19	30934769	30975296
hpda	ENSDARG00000018351	protein_coding	Cluster005	5	2544815	2582079
hpdb	ENSDARG00000044935	protein_coding	Cluster005	8	34797182	34807434
hpdl	ENSDARG00000101010	protein_coding	Cluster002	12	46853086	46864817
hprt1	ENSDARG00000008884	protein_coding	Cluster003	14	31169608	31181229
hprt1l	ENSDARG00000014866	protein_coding	Cluster006	25	36502300	36513143
hps1	ENSDARG00000026170	protein_coding	Cluster002	13	40560243	40590812
hps4	ENSDARG00000013795	protein_coding	Cluster002	8	39734141	39758581
hps5	ENSDARG00000071062	protein_coding	Cluster002	25	3022687	3066700
hpse2	ENSDARG00000078163	protein_coding	Cluster002	13	40377595	40542385
hrasb	ENSDARG00000005651	protein_coding	Cluster032	7	49365841	49378572
hrasls	ENSDARG00000100021	protein_coding	Cluster001	11	45044195	45048327
hrsp12	ENSDARG00000035882	protein_coding	NA	19	33235149	33251834
hs2st1b	ENSDARG00000062008	protein_coding	NA	6	26072246	26235179
hs3st1	ENSDARG00000012249	protein_coding	Cluster003	14	270424	271305
hs3st1l1	ENSDARG00000098107	protein_coding	Cluster002	KN150267.1	45328	46447
hs3st3b1b	ENSDARG00000086645	protein_coding	Cluster057	12	36797210	36831559
hs3st3l	ENSDARG00000059903	protein_coding	Cluster001	12	409770	425308
hs3st4	ENSDARG00000052648	protein_coding	Cluster001	3	46588988	46800991
hs6st2	ENSDARG00000012025	protein_coding	Cluster007	14	30741548	30747516
hsbp1a	ENSDARG00000069425	protein_coding	Cluster004	7	26357955	26362866
hsbp1l1	ENSDARG00000075984	protein_coding	Cluster003	19	11484117	11486132
hsc70	ENSDARG00000012381	protein_coding	Cluster001	15	37934331	37949384
hsd11b2	ENSDARG00000001975	protein_coding	Cluster001	7	34840575	34854897
hsd17b12a	ENSDARG00000015709	protein_coding	Cluster188	25	29753032	29787552
hsd17b12b	ENSDARG00000035872	protein_coding	Cluster069	7	49948761	50000097
hsd17b14	ENSDARG00000054842	protein_coding	Cluster017	3	29838301	29846653
hsd17b2	ENSDARG00000045553	protein_coding	Cluster040	25	35437928	35449387
hsd17b4	ENSDARG00000101239	protein_coding	Cluster128	8	190535	214498
hsd17b7	ENSDARG00000088140	protein_coding	Cluster012	6	34959968	34974891
hsd20b2	ENSDARG00000031336	protein_coding	Cluster106	5	37600654	37614654
hsd3b2	ENSDARG00000019747	protein_coding	Cluster030	20	1251700	1255349
hsf1	ENSDARG00000008818	protein_coding	Cluster011	19	3115552	3141370
hsf2	ENSDARG00000053097	protein_coding	Cluster192	20	40578466	40590174
hsf4	ENSDARG00000013251	protein_coding	Cluster001	18	22757440	22764571
hsp90aa1.1	ENSDARG00000010478	protein_coding	Cluster074	20	54192871	54222597
hsp90ab1	ENSDARG00000029150	protein_coding	Cluster015	20	51384538	51398620
hspa12a	ENSDARG00000070603	protein_coding	Cluster010	17	21201098	21260386
hspa12b	ENSDARG00000030307	protein_coding	Cluster013	7	59806101	59839781
hspa14	ENSDARG00000058030	protein_coding	Cluster039	4	9591570	9600775
hspa4b	ENSDARG00000018989	protein_coding	NA	14	23390433	23410914
hspa4l	ENSDARG00000053544	protein_coding	Cluster001	17	43439827	43475779
hspa5	ENSDARG00000103846	protein_coding	Cluster002	5	2440676	2448586
hspa9	ENSDARG00000003035	protein_coding	NA	14	11836799	11862883
hspb1	ENSDARG00000041065	protein_coding	Cluster030	5	3238284	3255083
hspb11	ENSDARG00000002204	protein_coding	Cluster013	21	20347201	20348242
hspb15	ENSDARG00000078411	protein_coding	Cluster001	5	31721158	31722983
hspb2	ENSDARG00000052450	protein_coding	Cluster004	5	56958990	56971040
hspb3	ENSDARG00000067714	protein_coding	Cluster016	5	39696398	39696850
hspb6	ENSDARG00000077236	protein_coding	Cluster100	15	37657985	37806875
hspb7	ENSDARG00000104441	protein_coding	NA	23	24331782	24336933
hspb8	ENSDARG00000058365	protein_coding	Cluster034	5	15319431	15340268
hspbp1	ENSDARG00000102937	protein_coding	Cluster021	3	13450868	13468536
hspe1	ENSDARG00000056167	protein_coding	Cluster201	9	32490271	32494261
hspg2	ENSDARG00000076564	protein_coding	NA	23	26616066	26799096
htatip2	ENSDARG00000028386	protein_coding	Cluster002	7	16844308	16851210
htatsf1	ENSDARG00000056649	protein_coding	Cluster212	10	26691146	26705530
htr1aa	ENSDARG00000093745	protein_coding	Cluster001	8	31932418	31934203
htr2cl1	ENSDARG00000018228	protein_coding	Cluster091	7	23086740	23223452
htr5al	ENSDARG00000068557	protein_coding	Cluster002	7	40801781	40822425
htra1a	ENSDARG00000032831	protein_coding	Cluster107	17	21899295	21939720
htra1b	ENSDARG00000014907	protein_coding	Cluster001	12	11350421	11419322
htra4	ENSDARG00000005943	protein_coding	Cluster154	5	26329909	26350230
htt	ENSDARG00000052866	protein_coding	Cluster002	1	40591177	40671330
hug	ENSDARG00000101744	protein_coding	NA	11	14897830	14944053
hunk	ENSDARG00000091317	protein_coding	Cluster001	10	33668963	33678076
hvcn1	ENSDARG00000040338	protein_coding	Cluster002	10	8443229	8454264
hyal2b	ENSDARG00000062997	protein_coding	NA	22	10643469	10658538
hyal4	ENSDARG00000051823	protein_coding	Cluster001	25	27092797	27121034
hyal6	ENSDARG00000038166	protein_coding	Cluster001	25	27152874	27189913
hydin	ENSDARG00000056764	protein_coding	Cluster002	18	21284683	21412335
hyou1	ENSDARG00000013670	protein_coding	Cluster002	10	29883780	29905126
iars	ENSDARG00000007955	protein_coding	Cluster138	11	1311033	1365873
iba57	ENSDARG00000063446	protein_coding	NA	2	3585504	3588711
ical1	ENSDARG00000057688	protein_coding	Cluster002	6	12635220	12665318
ice1	ENSDARG00000058461	protein_coding	Cluster002	16	9509759	9529456
ice2	ENSDARG00000086670	protein_coding	Cluster002	25	33486726	33523098
icmt	ENSDARG00000020241	protein_coding	Cluster003	23	21565600	21572423
icn	ENSDARG00000009978	protein_coding	Cluster004	16	23516157	23517520
icn2	ENSDARG00000055514	protein_coding	Cluster238	16	23572019	23576061
id1	ENSDARG00000040764	protein_coding	NA	11	18541849	18542961
id2b	ENSDARG00000029544	protein_coding	Cluster013	20	29882048	29884331
id3	ENSDARG00000054823	protein_coding	Cluster108	17	27253008	27254905
id4	ENSDARG00000045131	protein_coding	NA	16	10086956	10089500
ide	ENSDARG00000075570	protein_coding	Cluster009	13	42183628	42224100
idh3a	ENSDARG00000030278	protein_coding	Cluster012	25	25670955	25734031
idh3g	ENSDARG00000023648	protein_coding	Cluster055	23	25195454	25208566
idi1	ENSDARG00000019976	protein_coding	Cluster108	24	3437586	3445316
ido1	ENSDARG00000033594	protein_coding	Cluster005	8	50474521	50494149
ids	ENSDARG00000071699	protein_coding	Cluster003	14	20572373	20594524
ier5	ENSDARG00000009881	protein_coding	NA	22	16471400	16472883
iffo1a	ENSDARG00000062976	protein_coding	NA	19	9562773	9584548
iffo1b	ENSDARG00000062108	protein_coding	Cluster001	16	17207874	17254866
ifi30	ENSDARG00000056378	protein_coding	NA	2	25106933	25111836
ifit14	ENSDARG00000071012	protein_coding	NA	17	23592592	23596602
ifit15	ENSDARG00000043584	protein_coding	NA	17	23587171	23589186
ifitm5	ENSDARG00000105153	protein_coding	Cluster001	25	7330274	7332507
ifnlr1	ENSDARG00000087131	protein_coding	NA	16	52459099	52487623
ifrd1	ENSDARG00000068708	protein_coding	Cluster031	4	6791224	6800753
ift20	ENSDARG00000040556	protein_coding	Cluster076	15	23849583	23854907
ift46	ENSDARG00000011240	protein_coding	NA	10	29849560	29858607
ift74	ENSDARG00000023495	protein_coding	Cluster015	5	446758	472748
igbp1	ENSDARG00000002184	protein_coding	Cluster002	5	35930683	35938955
igdcc3	ENSDARG00000075158	protein_coding	Cluster002	7	31230388	31347061
igf1ra	ENSDARG00000027423	protein_coding	Cluster002	18	20892396	21058514
igf1rb	ENSDARG00000034434	protein_coding	NA	7	15197942	15361842
igf2b	ENSDARG00000033307	protein_coding	Cluster013	25	23941816	23949322
igf2bp1	ENSDARG00000061478	protein_coding	Cluster015	3	23387589	23444567
igf2bp2a	ENSDARG00000003421	protein_coding	NA	9	12497432	12604573
igf2bp2b	ENSDARG00000099758	protein_coding	Cluster031	1	29639262	29706908
igf2bp3	ENSDARG00000010266	protein_coding	Cluster024	19	20616730	20661173
igf2r	ENSDARG00000006094	protein_coding	NA	20	42666508	42763546
igfals	ENSDARG00000037836	protein_coding	Cluster005	3	47892673	47895923
igfbp1a	ENSDARG00000099351	protein_coding	Cluster001	20	6818827	6822741
igfbp1b	ENSDARG00000038666	protein_coding	Cluster005	2	135384	138963
igfbp2a	ENSDARG00000052470	protein_coding	Cluster049	6	18861319	18891956
igfbp5a	ENSDARG00000039264	protein_coding	Cluster001	6	18850265	18858473
igfbp5b	ENSDARG00000025348	protein_coding	Cluster013	9	47020157	47041700
igfbp6b	ENSDARG00000090833	protein_coding	Cluster001	23	36479455	36486365
igfbp7	ENSDARG00000104138	protein_coding	Cluster001	14	51653568	51860801
igfn1.1	ENSDARG00000005526	protein_coding	Cluster004	6	46877007	46939362
igfn1.3	ENSDARG00000097613	protein_coding	Cluster001	6	46841851	46873428
igsf10	ENSDARG00000077497	protein_coding	Cluster001	15	1125853	1142706
igsf21a	ENSDARG00000031049	protein_coding	Cluster020	11	28395714	28835255
igsf21b	ENSDARG00000056084	protein_coding	Cluster001	23	21711707	21735365
igsf3	ENSDARG00000077002	protein_coding	Cluster175	9	20265687	20562108
igsf9a	ENSDARG00000075864	protein_coding	Cluster038	10	19069384	19135185
igsf9b	ENSDARG00000010408	protein_coding	Cluster048	8	4797695	4904043
igsf9ba	ENSDARG00000033845	protein_coding	Cluster001	15	19196117	19314811
ihha	ENSDARG00000058733	protein_coding	Cluster001	9	7380358	7388887
ik	ENSDARG00000004161	protein_coding	Cluster129	21	44018321	44041940
ikbkap	ENSDARG00000094204	protein_coding	NA	14	5939108	5980162
ikbke	ENSDARG00000070606	protein_coding	Cluster006	11	21204002	21243528
ikbkg	ENSDARG00000017037	protein_coding	Cluster024	23	18647878	18671366
ikzf5	ENSDARG00000056491	protein_coding	Cluster002	17	21797166	21802362
il13ra2	ENSDARG00000039436	protein_coding	Cluster072	5	36501224	36517625
il15	ENSDARG00000052361	protein_coding	Cluster001	1	52599955	52625344
il15l	ENSDARG00000007743	protein_coding	Cluster002	15	20416391	20427799
il16	ENSDARG00000102908	protein_coding	Cluster001	7	11242706	11342228
il17a/f2	ENSDARG00000043934	protein_coding	Cluster003	17	12575959	12579792
il17rd	ENSDARG00000098359	protein_coding	Cluster035	11	42352132	42429271
il1rapl1b	ENSDARG00000104853	protein_coding	Cluster001	11	43956357	43965349
il20ra	ENSDARG00000032571	protein_coding	NA	20	2572251	2592107
il23r	ENSDARG00000052158	protein_coding	Cluster030	6	34884773	34911792
il6r	ENSDARG00000104474	protein_coding	Cluster103	16	18402446	18420775
ildr1a	ENSDARG00000103929	protein_coding	NA	1	44839	50247
ildr1b	ENSDARG00000040910	protein_coding	Cluster006	9	34451419	34459881
ildr2	ENSDARG00000014180	protein_coding	Cluster048	9	34465307	34491527
ilf2	ENSDARG00000014591	protein_coding	Cluster025	19	37914532	37921451
ilf3a	ENSDARG00000058660	protein_coding	Cluster019	6	8130186	8156576
ilf3b	ENSDARG00000105177	protein_coding	Cluster025	3	13692708	13727858
ilvbl	ENSDARG00000017126	protein_coding	Cluster146	18	44775375	44798437
im:7138239	ENSDARG00000039070	protein_coding	Cluster030	2	53773527	53797673
im:7140055	ENSDARG00000092181	protein_coding	Cluster009	20	51248475	51264716
im:7141269	ENSDARG00000101756	protein_coding	Cluster002	4	68816117	68823793
im:7143333	ENSDARG00000096948	protein_coding	Cluster007	15	780191	784869
im:7145024	ENSDARG00000089139	protein_coding	Cluster002	25	8936274	8963844
im:7147486	ENSDARG00000086626	protein_coding	Cluster002	16	25151848	25157798
